student_id,age,gender,province,school_type,attendance_rate,assignment_avg_score,exam_avg_score,class_participation,homework_submission_rate,digital_learning_hours,extracurricular_participation,behavioral_engagement_score,at_risk,performance_label
S2486,22,0,Shanghai,Public,91.64401746156311,85.29189951336356,78.48863737561797,5.717371249525607,80.86162514429768,4.51553285908491,1.6810355103374768,5.113872787447848,0,attention
S0966,11,1,Shanghai,International,98.55539949253128,67.93988645611294,69.92764098862251,7.128733694282581,99.43501391317648,9.279101900232185,5.684111216582842,6.549397070630829,0,warning
S1792,15,1,Shandong,International,79.37621032920518,92.06247454255893,45.96114935523459,8.19475863918192,89.36776672707464,8.727961302472965,1.1649501506080577,9.268171860385824,1,pass
S1378,19,0,Shanghai,Private,97.01109124798477,86.32299299660133,83.9168583400514,8.036995683466571,74.3188582852602,7.919744119793382,4.736985602841694,2.678353955607033,1,attention
S1364,12,0,Sichuan,International,78.60794828382667,42.78163954141704,57.16223250716604,6.555099377918293,86.09966025682243,8.594364289388162,6.724289104218856,5.9779527037144415,1,warning
S0076,6,1,Jiangsu,Private,89.7150847234016,78.31634055538055,88.78174511031992,6.427221309534447,67.11828331339382,7.387876952310168,6.831762787336176,6.257891338666446,0,fail
S0721,15,0,Jiangsu,Public,84.4593220257109,63.27469317610429,100.0,4.4237202035204515,100.0,10.457086230434125,0.0,9.005058042278606,0,fail
S2699,11,1,Jiangsu,International,95.54426726507728,57.90828873711679,88.65872657936731,4.518855817700761,81.22532667826063,16.98788963390482,5.566832542190868,6.325828327332294,1,normal
S2863,6,1,Sichuan,Private,93.22374696584475,44.337316453569755,71.43093414066001,5.8556422979826115,89.01029546865055,8.231603215665952,7.573166436085778,5.77992324432069,1,attention
S1951,19,0,Shandong,International,98.17903644597918,77.91625831716715,66.41183212670282,1.2678567842221558,82.62238407728613,8.184895818970926,0.7096326061186131,6.965724268471152,0,warning
S1564,8,0,Zhejiang,Public,85.02663126624198,82.598448076041,100.0,7.567326803309215,78.13249524766351,9.410454284166565,2.1814508711458718,6.641128213799819,0,fail
S0929,9,0,Sichuan,International,100.0,96.25730525748801,60.96020887446858,8.42366976615443,100.0,8.63609816555599,2.811158543537082,8.493151397211214,0,warning
S1109,10,1,Guangdong,Private,96.21212298974504,78.32462057704596,68.31075292080806,6.59460978636215,84.05598221401375,6.3649776952696975,2.468113887300487,5.008718278176728,0,warning
S1297,13,1,Guangdong,Private,76.36208511592143,61.83566414775764,32.446327927193806,9.013843011690842,93.01470434816106,5.540006732538673,0.0,8.556957976007896,1,fail
S1702,12,0,Sichuan,Private,86.53044550065098,61.34985167317644,71.53866551559354,7.227171091526837,71.66455433616191,15.249719991981994,4.645782041244406,7.638151561632354,0,attention
S1504,13,0,Beijing,Public,90.41135317212128,94.17043787973192,51.826262186497736,3.790445401687104,85.8271639538077,8.129590571950159,4.2818295732644485,6.768762971356853,0,warning
S2990,10,0,Hubei,International,73.10163975440895,78.16747951513548,56.914079626558106,6.332600728713019,91.66302010275143,10.657976840291095,3.3206516304366005,3.2121521836377087,1,warning
S0649,22,1,Sichuan,Private,86.90942030635479,80.0681784166468,87.35217654207054,7.154363789444212,100.0,16.85285274074959,7.296114986240795,5.385363429642667,0,fail
S2747,14,0,Shanghai,Private,95.002705218,46.01575918224934,58.509342252991324,8.16087438206759,66.29081604967061,15.438244757524208,3.648225358706126,3.924012036510622,1,warning
S1670,15,0,Zhejiang,Public,83.63663340389634,84.80067021780332,49.38497010586035,5.6628240347366035,63.013028321910475,16.18173295341276,2.4733592684276604,8.098053979905954,1,pass
S1256,11,1,Zhejiang,Private,91.76104976030908,77.71276821630185,78.6590713105717,6.186716362271801,100.0,4.518445729401119,7.644588556327347,4.144958524727249,1,attention
S1991,10,0,Shandong,International,82.07023653289326,91.91912713159316,71.88461294608368,5.442931370569449,86.28346838519208,0.0,0.5571510271043785,6.019536701047065,0,attention
S0012,17,1,Zhejiang,International,87.50714142723994,72.18244200577396,55.4240677112572,8.957305910829183,44.53781645375523,3.235061099515679,7.273345469385646,6.63463294565549,0,warning
S0495,11,1,Zhejiang,Private,92.6082560063439,64.8857093517212,98.44447165356769,9.970350631878741,95.87196768112155,3.289144318687523,9.910744444228301,5.636391506181996,0,normal
S2271,17,0,Beijing,International,88.60097337699165,67.51840736500232,54.550639467610544,5.424429706617301,77.93566648437633,9.638574753954169,6.678467375952437,2.7596656866317595,1,warning
S1231,21,0,Shanghai,Private,91.28480532918435,82.9035424302506,47.65291370781301,6.361788520432251,98.48253480075905,6.401088220356639,9.351557647061131,7.195761898101564,1,pass
S1443,8,0,Shandong,Public,84.42805557061277,60.86769217215598,100.0,7.294790615376641,77.95936318740101,15.617540321320604,3.514010305676096,8.596478201651719,0,fail
S1391,14,1,Sichuan,Public,98.39577374811832,61.10234601966263,65.56476660735004,5.199233289460491,82.14273052358699,3.11142482653418,5.968954492251218,4.073186082577957,1,warning
S2109,21,0,Hubei,Public,99.70502494536217,90.44314316936664,71.32981322801389,7.0437745826227465,69.58120822524474,2.9675816924529332,5.999433413038443,5.890106438969844,0,attention
S1214,12,1,Hubei,International,92.02390457309134,47.57105525484087,96.16596333424252,10.0,85.2029513262302,6.108894709538561,2.516365372039603,4.83720373303812,1,normal
S2594,8,1,Shandong,Private,87.94157002764912,81.93594051660892,78.78153471827065,4.505644079522575,100.0,9.355771702718618,3.9572534809369513,8.086783761344533,0,attention
S0209,11,0,Beijing,Private,97.27613683676132,79.20302457360941,59.57934142824357,8.279792653707254,100.0,7.881333705454858,10.0,7.952170883987128,0,warning
S1772,20,1,Guangdong,Public,75.23066066063366,81.99019197235296,92.06030949339146,9.220997974471558,86.39706494116788,6.307054656298577,4.458894276466862,7.608600525985569,0,fail
S1727,18,1,Shanghai,Private,87.01669159751911,51.01887474875758,70.96487376168447,8.609000735354629,83.97267683324536,15.450262993057976,8.682920990461373,6.1042078248375296,1,attention
S0498,9,0,Sichuan,Public,100.0,73.0856914735987,50.3640535118797,5.641890890554188,79.79718716410913,12.22452212799648,7.768058650935713,4.588076446465102,1,warning
S0957,12,1,Beijing,Public,85.66204700290477,69.62280538604512,66.8457659032855,4.376800708560179,98.59815739901532,10.827052519591938,5.647506472294427,7.2792632577824365,0,warning
S0536,8,0,Hubei,Private,100.0,83.94503592665504,79.38210339798158,6.445852456883649,61.31551870817072,6.6919214185677305,2.9583799590084494,9.638859400475114,0,attention
S0701,10,0,Beijing,International,97.63943344742003,70.5859891856536,60.45835178832964,1.770516014400016,82.43051992935197,11.180619298020284,1.8331095532557415,7.16415289459173,0,warning
S2293,19,0,Shandong,Public,90.6231661267464,71.1165829467352,82.30177968298729,3.4305892498460038,68.92036112005162,9.11981799373618,6.429294962262329,2.620823208984903,1,attention
S1686,11,0,Guangdong,Public,96.61597963283948,76.79759122696566,75.06889298176978,9.869389141509007,91.32849308371155,10.672076898307708,2.8489141754906404,9.911680803040891,0,attention
S1919,15,1,Hubei,International,81.93038945982953,67.95222975850798,68.65901614331204,10.0,96.55161668571182,5.198704376929687,9.634259099713686,7.841650298327618,0,warning
S2682,7,0,Jiangsu,International,92.86041592513688,66.4371402844153,49.7490406542194,4.0080695094406025,60.9901909645693,2.791842342062541,1.6188893957893393,4.637421266829293,1,pass
S1353,7,1,Beijing,Public,85.89084724209603,80.62208245910156,63.73782267969378,7.866937797847917,85.99354424415436,10.291656193166887,4.871937556945517,3.867644582315079,1,warning
S2403,19,0,Guangdong,Public,97.77667446716161,91.25753834866346,58.13367530846112,7.857791707916224,58.08875141332592,15.296757668466206,4.677538588697853,5.981365054623416,0,warning
S1387,13,1,Zhejiang,International,79.61946428888386,71.76412012657322,56.66913778731472,10.0,100.0,12.17469746260597,1.4741813161895618,8.185376365178952,0,warning
S0777,11,1,Jiangsu,International,78.87564824640211,72.34717259887577,54.72269214018345,5.640799748802401,81.36138115626017,6.516962627405868,1.869713531811784,8.451277623101936,0,warning
S0053,21,0,Shandong,Public,100.0,82.43711547239207,72.42496334382936,6.260082607920366,84.32555272262701,12.891556276441175,2.533305540454207,9.373254427534118,0,attention
S2321,14,0,Shanghai,Private,77.13893051986089,58.51213363495742,72.70176647101349,4.095821037772521,65.11290950707188,7.100979672460635,4.089633379053743,7.138732250997156,1,attention
S2778,20,0,Zhejiang,Public,82.91791002446482,83.67580014705862,70.24686808241964,10.0,61.419356684235446,6.138581557023469,3.1520816671112786,6.222521211323842,0,attention
S0802,18,0,Beijing,Public,94.95725438422964,86.23953454943978,82.18110692488305,6.292314638679841,96.3725459950835,6.412875253042438,5.536767155327664,8.173240331029108,0,attention
S2251,17,1,Shandong,International,92.20040166654039,92.71204590849347,74.80954779783156,5.527742859245722,100.0,18.353317241331496,2.764112658138989,7.297485315354184,0,attention
S1517,20,0,Shanghai,Private,81.89502258016222,67.22893271397493,64.45228467557413,8.390804639700487,68.57440666393728,14.319465809653526,7.298308923041978,6.5026659585351725,0,warning
S0463,13,0,Jiangsu,International,62.952102021410354,56.74197259226614,61.16598588538112,7.095035930188355,100.0,4.565401483973078,5.787425044224862,4.444315703546452,1,warning
S1069,18,0,Shandong,Private,88.07954199376911,80.83953570783959,73.85840149950455,3.713804066834836,96.22858722604191,12.216494393929924,0.0,9.789496571211785,0,attention
S2870,18,0,Shanghai,Private,100.0,54.429812266982374,51.11697195960095,6.175567316416785,77.18155183944836,7.358869942390814,7.503166301679274,4.3938742840935205,1,warning
S1429,7,1,Sichuan,Public,95.17190530383378,58.003381227998105,90.39026876105764,3.568455151070997,78.53138555081352,9.976486026682998,1.6400163196943276,9.545425224495322,1,normal
S2360,14,0,Shandong,International,84.83215904788727,60.164357087901465,65.39262365440429,8.231336888291107,95.79060341589806,11.396791778019557,4.251679635126006,8.596957118700594,0,warning
S2721,14,0,Shanghai,International,82.10604523414248,56.83851868129963,94.64514964756856,5.550470638560463,85.97583546691864,6.9849661576847994,5.454176752393557,5.076042544697204,1,fail
S1501,18,0,Guangdong,Public,100.0,52.36140893904571,42.33536406689774,5.932939642603811,100.0,1.4316849570983257,1.2183735385222105,10.0,1,pass
S1701,14,0,Zhejiang,Private,90.92403775777056,64.75928525769876,68.59137545909259,7.543368036534163,95.66544581336,13.214568913909122,6.780911421884211,3.8239022194951873,1,warning
S0747,13,0,Shanghai,Public,89.55775770617659,100.0,77.59019565550761,2.5273390012726518,100.0,14.41880060615692,0.0,7.278040804414182,0,attention
S1057,12,0,Shandong,Public,75.48359156270494,77.12112229507551,100.0,3.4683549273652123,59.917430683780026,12.972325994089502,6.094005192233095,4.284850260486087,1,fail
S2140,15,1,Shanghai,International,88.21633575305218,91.40061643545292,61.80824472192792,6.79907676630115,100.0,13.91803409857044,6.137120018431032,10.0,0,warning
S2010,17,1,Shanghai,Private,100.0,72.30621713839628,52.243291023429606,10.0,79.31465266375596,10.743012236447132,5.84838357835835,5.196228218499151,0,warning
S1039,13,1,Shandong,International,92.75812468097975,73.50417678254793,85.35153023385872,6.335542666493754,99.67935250535717,7.361884613975013,5.524663210288486,7.517635698212498,0,normal
S1340,7,0,Shandong,Public,98.49994414468875,51.594834023539654,72.21834815988188,2.3757324101231667,94.22570299214196,10.376974107176805,10.0,8.84287506439243,1,attention
S1725,9,0,Zhejiang,Public,84.33436983024403,72.82865507161219,69.24130608744751,10.0,84.67808613389488,6.005564818170747,6.32819881938647,10.0,0,warning
S0222,6,0,Zhejiang,Private,81.87570308895847,81.4019119593526,53.85443980681747,7.2476541595258555,69.7047823275833,9.294954658909793,3.4741404243222935,7.941158478272895,0,warning
S1833,6,0,Shandong,Public,68.5394489328174,80.17920584907115,74.35448103518542,5.578426763698943,95.03961594184501,4.7466671206580955,9.118056851739235,5.352697209655861,1,attention
S2956,11,1,Shandong,Public,100.0,66.05966405251219,72.89940051863807,3.3353570094629483,100.0,11.6565908252866,7.6585103448596294,5.847064108367845,0,attention
S1774,15,1,Jiangsu,Public,69.58610674860081,86.87243466330924,88.48492008062794,9.26491259335432,82.14633259902445,3.2114972918747933,4.5618892066725625,7.90727909957862,1,fail
S1698,13,1,Guangdong,International,100.0,55.24748873155255,73.44692454209381,6.705536554282145,100.0,10.839605626285312,5.043042818517762,5.938596874625644,1,attention
S0887,6,1,Shandong,International,98.74236796409441,52.489839489621005,77.21818174520527,6.8211767432755455,59.36112713635383,11.401247133323139,6.000776465767935,5.743375652527503,1,attention
S2726,9,1,Shanghai,International,98.9313659233022,61.15145796495346,84.47385770921805,7.576536707484586,91.37009658045278,6.409022016672372,3.604276080389117,4.747290703820962,1,attention
S0973,10,0,Shandong,Public,86.16882462866006,71.07442535309747,94.8601906032334,7.554573812706205,74.13755473109802,4.574565395646671,2.9997220196423884,7.7624287319401155,0,fail
S0540,15,1,Zhejiang,International,73.00463560200052,69.01037851292874,62.95925329289516,6.62497790556937,69.46918048906737,6.1289910259606355,5.669635438564046,7.126295698405622,1,warning
S0527,14,0,Jiangsu,Private,82.01696117626288,62.81463665533447,65.07778972284375,5.867811061454394,74.89253003484738,8.022435133820625,8.672214164891432,9.54492648536771,0,warning
S2467,12,0,Guangdong,International,100.0,70.05782604018576,75.34104310242574,8.664354781436824,73.16256668182959,8.518283517315322,9.056783181368377,5.287607107237601,0,attention
S1268,12,0,Beijing,Public,84.19199906510747,61.1145703508336,100.0,9.21393773534983,82.45188676223148,16.248703744385203,1.990156403298477,3.1996666082075302,1,fail
S2039,21,1,Sichuan,Public,96.61662465384727,43.13563417186546,100.0,10.0,100.0,2.730852145390336,6.663301702406005,6.490924673513017,1,normal
S1898,6,0,Sichuan,Private,87.47355734809999,61.72618156201419,79.1816011700474,7.312797198681825,100.0,11.573931302292834,1.0119548995237624,3.071882466666869,1,attention
S0937,8,0,Guangdong,Private,100.0,79.90517737528968,97.14373601600803,9.8028073780891,91.1288746853074,2.6146367928172207,1.9129374548755593,8.862518689520282,0,normal
S2394,17,1,Hubei,International,89.02757559935999,96.29878686669919,78.511278430173,10.0,84.79062120840524,4.768233059648586,10.0,8.35036374001651,0,attention
S2593,22,0,Hubei,Public,88.01517648532428,88.84999037683892,87.32239031038664,5.277877328449772,69.87888540428595,10.290335752670043,0.0,7.177635184874311,0,fail
S2761,22,1,Beijing,International,93.16754117617364,96.00660127197489,100.0,10.0,61.81227196813623,4.490832461849081,4.226631141502665,7.828267946044069,0,normal
S1768,20,1,Jiangsu,International,97.07523013666103,71.53151143214089,58.15653093129488,8.24970749361826,94.78764600096108,14.457937217939028,1.4637298938598757,9.068944877312006,0,warning
S2619,17,1,Guangdong,International,82.08341341544902,76.05441522808347,94.56601327488151,7.926119512258509,71.49056552513413,8.576737796202059,3.8538583648575475,6.77034372318532,0,fail
S0708,6,0,Sichuan,Public,100.0,75.2069711660015,63.83066699338764,7.304053560534006,84.08307055374267,8.480364672498629,6.17011885801906,8.21032111153841,0,warning
S0632,19,1,Shandong,International,96.84796912338398,100.0,72.23575139754556,8.119226622274889,82.42807389777248,0.0,6.911588019534581,4.263597882972109,1,attention
S1968,16,0,Beijing,Private,82.21722152259717,51.72474432833883,70.68551665314983,3.9766925681315493,84.4930000064191,10.024846023982889,5.210189990459588,4.668514168535673,1,attention
S0497,13,0,Beijing,Public,92.56601478143048,74.60503746795446,73.58393896454683,5.601361910535909,66.75395116590539,6.4083423255460685,8.522446841663225,7.5598798727971435,0,attention
S0476,20,0,Zhejiang,International,82.08738848693199,52.05924248678105,86.61055845099216,4.380764816291918,84.1180774066711,2.5557064000954366,6.5779849547273646,6.368966633830326,1,fail
S2709,7,1,Guangdong,Public,91.41921012852353,30.866183818157687,51.57438721013586,2.49056642952978,65.79221730397427,2.8779982474101624,8.986240516654714,7.555251259568449,1,warning
S0480,9,0,Jiangsu,International,98.03309756378509,79.10998893394769,66.36297910959934,10.0,100.0,10.314465590951764,4.201765728440762,7.167553098803773,0,warning
S1151,8,0,Jiangsu,International,81.54333707284181,69.47155192495799,61.28604240101362,10.0,60.12587716535033,1.9297020245283498,4.501897948099599,4.090485559357065,1,warning
S0043,9,1,Jiangsu,International,100.0,100.0,57.82343415076019,5.079515863191668,100.0,5.222207952536666,2.5698331008993645,8.26318931981244,0,warning
S0060,20,0,Guangdong,Public,100.0,63.503190158074275,62.2830221454219,7.237441838474799,81.09649195558676,6.794508981038441,4.572898601019766,6.952039490790948,0,warning
S1961,18,1,Shanghai,Public,86.70687636266095,30.0,85.94971539153946,10.0,95.61926347924589,4.944830406256202,4.7556937899046074,8.84885383060752,1,fail
S2368,18,0,Beijing,Public,81.87667865030653,65.20215447545141,45.19957540769384,5.154306840208997,100.0,4.893336419486511,0.612358446560763,4.5034208800206486,1,pass
S0856,14,0,Shanghai,Private,84.98145295857127,62.895736433016964,76.28083058616946,6.127525793265271,85.12313404609304,14.681572420431461,4.288113026678456,6.431709337640846,0,attention
S2300,8,0,Sichuan,Public,81.69035123610985,49.44986394922975,61.80264725766267,9.062117092819761,79.30640204871324,0.8791863149018102,6.254098631979112,8.896620776803083,1,warning
S0314,6,0,Sichuan,Public,85.22484657756449,99.97876910732546,56.60877540534106,6.924442903588813,89.15707967148441,6.631397483267291,8.03880247069916,5.440976315077391,0,warning
S0509,19,0,Shanghai,International,85.94907084263059,70.10960192277145,27.9562089769692,9.980623888710696,90.00103725285686,14.137477085000757,1.7361167034578608,9.439007468969043,1,fail
S1153,18,0,Sichuan,Public,94.5386015695536,68.79616929336476,37.52319323830163,7.24071908822691,74.02478732576853,7.842454540315304,2.3837528802607553,7.110077070445847,1,pass
S1553,16,0,Guangdong,Private,100.0,100.0,69.0763735811484,6.61725955629165,100.0,3.9485506267283776,4.284648776090177,5.845511215562672,0,warning
S0172,14,1,Shandong,International,98.77710283523533,71.92285991148312,39.88223822030157,6.342306366681397,77.49337896317442,6.103457753187378,3.944843724997064,8.457812462321627,1,pass
S1983,10,0,Shandong,International,76.91811070179693,89.77627541698931,90.23090721709151,5.247736476361707,94.26413264814084,10.959859443534015,1.2857341966234515,5.862759824085256,0,fail
S0865,22,0,Zhejiang,Public,90.55792301255512,92.57627904709662,70.06284835999594,2.162670475375431,87.82363024420776,5.654288113545268,10.0,4.381578131174934,1,attention
S2120,6,1,Beijing,Private,89.72239863355337,61.14172194028947,54.69687759377731,8.451707303588156,69.51480604192955,4.603624795627346,9.182919822592652,4.962464090184452,1,warning
S0698,13,1,Zhejiang,Private,82.27575672584524,61.65607652193425,57.379780878305766,5.847042263476773,100.0,4.111750687297236,5.869954275325921,6.9142870979322435,0,warning
S0004,13,1,Zhejiang,Private,91.33838581807268,89.70336380467897,65.5594813812028,6.223942920174942,82.40035228150671,9.812012973811743,5.832711909594234,8.080499960719507,0,warning
S0364,6,1,Hubei,International,90.98077920466393,53.38347448001292,61.26747536826933,5.58044128557441,71.17352359298604,4.209068680456646,0.9837806969906797,6.02660884080672,1,warning
S2576,15,1,Shanghai,Public,100.0,73.67383294270711,54.21464133529123,8.079567933807358,69.04513242874185,8.49423404303963,6.624637788530444,6.512650345658688,0,warning
S0350,9,1,Jiangsu,Private,89.84020557116087,80.54422193850024,41.004047821159276,9.209182197806157,81.33904522933277,0.0,4.2363602743137925,3.1836988979588736,1,pass
S1165,7,1,Zhejiang,Public,82.10481160889687,80.60447162496071,68.39069070631676,6.555510667461678,65.60980748935036,13.374093437031854,10.0,8.426645264467327,0,warning
S2661,8,0,Sichuan,International,99.93253961327193,65.24289279927046,87.26567251331252,5.103718012373998,89.81224241253523,9.836606719986769,5.476844311891955,4.259914602257007,1,normal
S2708,7,0,Shanghai,Private,96.03535259190427,73.59206320351805,68.20888697330786,3.2811773445123333,95.07164156654311,7.697026775570363,2.830797859111268,7.614892613871746,0,warning
S1372,21,0,Hubei,International,81.03225886195784,65.28242718566841,93.50656688299753,7.859423356841527,76.9091259850333,7.447881319018244,5.891426566772441,6.7599036200962885,0,fail
S2909,16,1,Sichuan,Private,94.89919407289479,73.67782986462083,31.731392554758003,5.802123390005201,85.87079664865101,6.207079609463459,10.0,6.74626420710757,1,fail
S0847,19,0,Jiangsu,Public,85.5040419758912,81.79492915636054,22.375574701277813,3.7497004792225948,62.86887049643063,7.415583773936667,0.0,6.968388198205278,1,fail
S2371,17,0,Shandong,International,72.31510672112049,76.42042526572217,56.07513559118006,5.221259919385795,67.72112718088604,1.473068013764144,7.063598465757616,4.379317446273898,1,warning
S0128,6,0,Zhejiang,International,70.46228018886991,65.67942568587044,43.240016848391456,3.709124323476405,86.83957479827993,4.309629474962019,2.3402528370778546,3.3654836803173245,1,pass
S2625,20,0,Sichuan,Private,74.55601821122576,99.31161125113417,81.80240738442045,6.2689008266663775,91.84964372114263,6.993375513583969,0.5598522207929069,6.175434269686177,1,attention
S1932,9,0,Guangdong,Private,83.50553600567449,76.97855293095802,100.0,10.0,78.3057796186383,8.839084200385933,5.316056436938005,5.7186026920897595,0,fail
S2170,15,0,Shanghai,Private,87.74064556144215,91.99304135580068,48.570092293364354,10.0,67.09863057787788,7.099552701165258,4.350740483103928,10.0,1,pass
S2644,11,0,Beijing,Private,96.77701094066043,85.03326640005834,76.95578959216436,8.814358613675115,77.07972817667003,0.0,7.0437079103845335,5.876202081865227,0,attention
S1869,21,0,Zhejiang,Private,93.33293716612778,51.361204547935344,67.16455731011729,9.210166089457571,100.0,10.502549434647733,0.6406998208956596,7.99925181075341,1,warning
S0157,6,0,Zhejiang,Public,99.37765354363151,77.66717624885662,66.83646348785244,10.0,84.95233668290686,8.774721404352668,0.0,5.869001942071126,0,warning
S1713,17,0,Beijing,Public,76.5541424298653,100.0,64.52734520313173,8.362026575463117,81.7319689275982,4.320734367901478,8.492626367169233,6.158597726008495,0,warning
S0693,22,0,Jiangsu,International,88.05779085535164,64.57796847692036,100.0,7.584645920841467,100.0,2.430723194591984,8.001742604195409,7.94950193267527,0,fail
S1818,7,0,Guangdong,Public,90.21149395575665,88.32447410786118,47.08272085803409,7.681124388946328,76.37784882262218,3.2071986755943866,1.1113472640711581,7.516694945519232,1,pass
S2578,18,1,Sichuan,Private,99.32542555319858,64.358399397648,60.700002593689824,6.835032477428273,98.19487108569166,10.788883140081474,3.3123738759995787,8.84363716328928,0,warning
S2849,11,1,Beijing,International,100.0,81.82964628072774,100.0,10.0,77.62042518140296,9.503160038289783,2.3338697625371734,6.695765121085332,0,normal
S0578,20,1,Hubei,Public,85.13119178830378,46.03591527057097,74.63360365576305,6.594180515436905,77.81281278989124,5.8864835581945485,6.041314656756586,5.869685093289337,1,attention
S1183,10,0,Beijing,International,99.42019157041533,88.33928773821245,77.44961326389502,8.794965001301744,64.0357965725665,11.575569738738189,2.832998934164639,6.761200254679636,0,attention
S2544,16,0,Shanghai,Private,87.04142159594142,71.80033568327316,70.23943695527527,7.909626977763895,86.41368646279513,12.024391528924916,9.947057099988402,2.578820460839502,1,attention
S0626,13,0,Beijing,International,100.0,94.00369724236333,100.0,4.677572374436312,90.32447884118251,11.652546595705966,4.822692353375363,5.122772394127322,0,normal
S0091,13,1,Jiangsu,Private,78.55784903839172,57.427385321566106,45.28724353025295,9.32592761558212,84.70394794467457,8.2523951432565,8.423554668991187,7.710169291792675,1,pass
S1402,17,1,Zhejiang,Private,94.29836151048089,82.47673511826306,51.730883596412994,3.7301100486016137,100.0,3.6823291923560646,7.713987172616438,8.794067333069105,0,warning
S1377,15,1,Beijing,Private,83.37323699008417,90.61982969540342,48.49326291483,10.0,98.9241093469466,6.982440513381635,7.286078095913529,8.708847327423266,1,pass
S1665,10,0,Jiangsu,Public,97.82715135505504,91.37340002827943,68.5745753530297,9.559347909984552,100.0,4.750085869798458,8.458267868535557,5.619049967926915,0,warning
S2832,19,0,Shanghai,International,99.595886883795,84.90309085469357,85.7795503889755,5.806711174210018,100.0,11.444966161944896,4.818336148509335,10.0,0,normal
S0823,16,1,Sichuan,International,83.38102283813203,62.273137165605135,85.82017419546438,8.793564861117876,69.2537094468114,3.927370599170218,0.0,7.743693215602881,0,fail
S1882,6,1,Shandong,International,83.49173975005661,87.64214768570614,74.74167440056223,9.353345411408366,67.59839613803966,10.695974230641326,5.084524938736701,10.0,0,attention
S1967,17,0,Jiangsu,Public,99.58375704648057,78.70421529378518,86.95655708135476,6.266367206480248,81.96158822944727,0.1484199500502985,4.66772109265984,9.38233685190128,0,normal
S0057,13,1,Sichuan,Public,87.4054948339067,74.85221367582581,62.681503741697334,9.621047686534036,65.9942315647879,12.373570007100849,3.4386596024304996,5.735536588631949,0,warning
S2094,8,1,Hubei,International,71.13162491892277,100.0,47.58118876673245,8.46512923573528,100.0,6.2704688884871445,3.1321834941964117,10.0,1,pass
S0444,10,0,Sichuan,International,91.76560999854937,77.68794581532167,31.564610470091587,10.0,77.52477575099176,12.710418710469092,6.048234771618695,5.210394545193574,1,fail
S2540,22,0,Jiangsu,International,97.48346826893633,47.9122137900171,86.88807259913705,8.34197347101686,100.0,0.14256055508464893,2.3979943782995674,8.298858118836883,1,normal
S1667,8,0,Sichuan,Private,96.5402386056287,49.990414459569436,81.58008067960297,6.417299891997636,70.07384352101674,5.947823605952834,6.268660531943003,8.568183064714587,1,attention
S0123,17,1,Shanghai,International,94.63756127731064,69.45223182844101,69.31854083061444,5.948715164199591,84.48715323354183,10.68349644427326,3.4452454610840455,8.066932174366986,0,warning
S1490,22,1,Shanghai,Private,100.0,59.232764441201,93.47745399651757,7.318643243218102,77.16266420240734,4.82057564842375,6.0562415215319145,5.364548750184808,1,normal
